Drug,Cell,Label
PHA-665752,IPC298_SKIN,Resistance
PHA-665752,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Resistance
PHA-665752,ISTMES1_PLEURA,Resistance
PHA-665752,ISTMES2_PLEURA,Resistance
PHA-665752,J82_URINARY_TRACT,Resistance
PHA-665752,JHH2_LIVER,Resistance
PHA-665752,JHH4_LIVER,Resistance
PHA-665752,JHH5_LIVER,Resistance
PHA-665752,JHH6_LIVER,Resistance
PHA-665752,JHH7_LIVER,Resistance
PHA-665752,JHOS2_OVARY,Resistance
PHA-665752,JHOS4_OVARY,Resistance
PHA-665752,JHUEM2_ENDOMETRIUM,Resistance
PHA-665752,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,JMSU1_URINARY_TRACT,Resistance
PHA-665752,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,K029AX_SKIN,Resistance
PHA-665752,KALS1_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KCIMOH1_PANCREAS,Resistance
PHA-665752,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KE39_STOMACH,Resistance
PHA-665752,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KELLY_AUTONOMIC_GANGLIA,Resistance
PHA-665752,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KLE_ENDOMETRIUM,Resistance
PHA-665752,KMBC2_URINARY_TRACT,Resistance
PHA-665752,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KMRC1_KIDNEY,Resistance
PHA-665752,KMRC2_KIDNEY,Resistance
PHA-665752,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KNS42_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,KNS60_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,KNS62_LUNG,Resistance
PHA-665752,KNS81_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KP2_PANCREAS,Resistance
PHA-665752,KP3_PANCREAS,Resistance
PHA-665752,KP4_PANCREAS,Resistance
PHA-665752,KPNSI9S_AUTONOMIC_GANGLIA,Resistance
PHA-665752,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,KURAMOCHI_OVARY,Resistance
PHA-665752,KYM1_SOFT_TISSUE,Resistance
PHA-665752,KYSE140_OESOPHAGUS,Resistance
PHA-665752,KYSE150_OESOPHAGUS,Resistance
PHA-665752,KYSE180_OESOPHAGUS,Resistance
PHA-665752,KYSE30_OESOPHAGUS,Resistance
PHA-665752,KYSE410_OESOPHAGUS,Resistance
PHA-665752,KYSE450_OESOPHAGUS,Resistance
PHA-665752,KYSE510_OESOPHAGUS,Resistance
PHA-665752,KYSE520_OESOPHAGUS,Resistance
PHA-665752,KYSE70_OESOPHAGUS,Resistance
PHA-665752,L33_PANCREAS,Resistance
PHA-665752,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,LC1SQSF_LUNG,Resistance
PHA-665752,LCLC103H_LUNG,Resistance
PHA-665752,LN18_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,LN229_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,LOUNH91_LUNG,Resistance
PHA-665752,LOXIMVI_SKIN,Resistance
PHA-665752,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,LS123_LARGE_INTESTINE,Resistance
PHA-665752,LS411N_LARGE_INTESTINE,Resistance
PHA-665752,LS513_LARGE_INTESTINE,Resistance
PHA-665752,LU99_LUNG,Resistance
PHA-665752,LUDLU1_LUNG,Resistance
PHA-665752,MALME3M_SKIN,Resistance
PHA-665752,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,MCAS_OVARY,Resistance
PHA-665752,MCF7_BREAST,Resistance
PHA-665752,MDAMB157_BREAST,Resistance
PHA-665752,MDAMB175VII_BREAST,Resistance
PHA-665752,MDAMB415_BREAST,Resistance
PHA-665752,MDAMB435S_SKIN,Resistance
PHA-665752,MDAMB436_BREAST,Resistance
PHA-665752,MDAMB453_BREAST,Resistance
PHA-665752,MDAMB468_BREAST,Resistance
PHA-665752,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,MELHO_SKIN,Resistance
PHA-665752,MESSA_SOFT_TISSUE,Resistance
PHA-665752,MEWO_SKIN,Resistance
PHA-665752,MFE280_ENDOMETRIUM,Resistance
PHA-665752,MFE296_ENDOMETRIUM,Resistance
PHA-665752,MFE319_ENDOMETRIUM,Resistance
PHA-665752,MG63_BONE,Resistance
PHA-665752,MHHES1_BONE,Resistance
PHA-665752,MIAPACA2_PANCREAS,Resistance
PHA-665752,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,MKN45_STOMACH,Sensitivity
PHA-665752,MKN7_STOMACH,Resistance
PHA-665752,MKN74_STOMACH,Resistance
PHA-665752,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,MORCPR_LUNG,Resistance
PHA-665752,MPP89_PLEURA,Resistance
PHA-665752,MSTO211H_PLEURA,Resistance
PHA-665752,NCIH1048_LUNG,Resistance
PHA-665752,NCIH1092_LUNG,Resistance
PHA-665752,NCIH1155_LUNG,Resistance
PHA-665752,NCIH1184_LUNG,Resistance
PHA-665752,NCIH1299_LUNG,Resistance
PHA-665752,NCIH1339_LUNG,Resistance
PHA-665752,NCIH1341_LUNG,Resistance
PHA-665752,NCIH1355_LUNG,Resistance
PHA-665752,NCIH1373_LUNG,Resistance
PHA-665752,NCIH1563_LUNG,Resistance
PHA-665752,NCIH1568_LUNG,Resistance
PHA-665752,NCIH1573_LUNG,Resistance
PHA-665752,NCIH1581_LUNG,Resistance
PHA-665752,NCIH1648_LUNG,Resistance
PHA-665752,NCIH1650_LUNG,Resistance
PHA-665752,NCIH1651_LUNG,Resistance
PHA-665752,NCIH1666_LUNG,Resistance
PHA-665752,NCIH1693_LUNG,Resistance
PHA-665752,NCIH1694_LUNG,Resistance
PHA-665752,NCIH1703_LUNG,Resistance
PHA-665752,NCIH1792_LUNG,Resistance
PHA-665752,NCIH1793_LUNG,Resistance
PHA-665752,NCIH1869_LUNG,Resistance
PHA-665752,NCIH1915_LUNG,Resistance
PHA-665752,NCIH1944_LUNG,Resistance
PHA-665752,NCIH1975_LUNG,Resistance
PHA-665752,NCIH2009_LUNG,Resistance
PHA-665752,NCIH2023_LUNG,Resistance
PHA-665752,NCIH2030_LUNG,Resistance
PHA-665752,NCIH2052_PLEURA,Resistance
PHA-665752,NCIH2085_LUNG,Resistance
PHA-665752,NCIH2087_LUNG,Resistance
PHA-665752,NCIH211_LUNG,Resistance
PHA-665752,NCIH2122_LUNG,Resistance
PHA-665752,NCIH2170_LUNG,Resistance
PHA-665752,NCIH2172_LUNG,Resistance
PHA-665752,NCIH2228_LUNG,Resistance
PHA-665752,NCIH226_LUNG,Resistance
PHA-665752,NCIH2286_LUNG,Resistance
PHA-665752,NCIH23_LUNG,Resistance
PHA-665752,NCIH2444_LUNG,Resistance
PHA-665752,NCIH2452_PLEURA,Resistance
PHA-665752,NCIH28_PLEURA,Resistance
PHA-665752,NCIH322_LUNG,Resistance
PHA-665752,NCIH3255_LUNG,Resistance
PHA-665752,NCIH358_LUNG,Resistance
PHA-665752,NCIH441_LUNG,Resistance
PHA-665752,NCIH460_LUNG,Resistance
PHA-665752,NCIH520_LUNG,Resistance
PHA-665752,NCIH522_LUNG,Resistance
PHA-665752,NCIH647_LUNG,Resistance
PHA-665752,NCIH650_LUNG,Resistance
PHA-665752,NCIH661_LUNG,Resistance
PHA-665752,NCIH727_LUNG,Resistance
PHA-665752,NCIH747_LARGE_INTESTINE,Resistance
PHA-665752,NCIH810_LUNG,Resistance
PHA-665752,NCIN87_STOMACH,Resistance
PHA-665752,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,NIHOVCAR3_OVARY,Resistance
PHA-665752,NUGC3_STOMACH,Resistance
PHA-665752,NUGC4_STOMACH,Resistance
PHA-665752,OC314_OVARY,Resistance
PHA-665752,OC315_OVARY,Resistance
PHA-665752,OC316_OVARY,Resistance
PHA-665752,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,OCUM1_STOMACH,Resistance
PHA-665752,OE33_OESOPHAGUS,Resistance
PHA-665752,ONCODG1_OVARY,Resistance
PHA-665752,ONS76_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,OV90_OVARY,Resistance
PHA-665752,OVCAR4_OVARY,Resistance
PHA-665752,OVCAR8_OVARY,Resistance
PHA-665752,OVMANA_OVARY,Resistance
PHA-665752,OVSAHO_OVARY,Resistance
PHA-665752,OVTOKO_OVARY,Resistance
PHA-665752,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,PANC0203_PANCREAS,Resistance
PHA-665752,PANC0327_PANCREAS,Resistance
PHA-665752,PANC0403_PANCREAS,Resistance
PHA-665752,PANC1005_PANCREAS,Resistance
PHA-665752,PATU8902_PANCREAS,Resistance
PHA-665752,PC14_LUNG,Resistance
PHA-665752,PC3_PROSTATE,Resistance
PHA-665752,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,PK1_PANCREAS,Resistance
PHA-665752,PK45H_PANCREAS,Resistance
PHA-665752,PK59_PANCREAS,Resistance
PHA-665752,PL45_PANCREAS,Resistance
PHA-665752,PLCPRF5_LIVER,Resistance
PHA-665752,PSN1_PANCREAS,Resistance
PHA-665752,QGP1_PANCREAS,Resistance
PHA-665752,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,RD_SOFT_TISSUE,Resistance
PHA-665752,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,RERFGC1B_STOMACH,Resistance
PHA-665752,RERFLCAI_LUNG,Resistance
PHA-665752,RKO_LARGE_INTESTINE,Resistance
PHA-665752,RL952_ENDOMETRIUM,Resistance
PHA-665752,RPMI7951_SKIN,Resistance
PHA-665752,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,RT112_URINARY_TRACT,Resistance
PHA-665752,RT4_URINARY_TRACT,Resistance
PHA-665752,RVH421_SKIN,Resistance
PHA-665752,SAOS2_BONE,Resistance
PHA-665752,SBC5_LUNG,Resistance
PHA-665752,SCABER_URINARY_TRACT,Resistance
PHA-665752,SCC25_UPPER_AERODIGESTIVE_TRACT,Resistance
PHA-665752,SCC9_UPPER_AERODIGESTIVE_TRACT,Resistance
PHA-665752,SF126_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,SF295_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,SH10TC_STOMACH,Resistance
PHA-665752,SHP77_LUNG,Resistance
PHA-665752,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PHA-665752,SIMA_AUTONOMIC_GANGLIA,Resistance
PHA-665752,SJRH30_SOFT_TISSUE,Resistance
PHA-665752,SJSA1_BONE,Resistance
PHA-665752,SKBR3_BREAST,Resistance
PHA-665752,SKCO1_LARGE_INTESTINE,Resistance
PHA-665752,SKES1_BONE,Resistance
PHA-665752,SKHEP1_LIVER,Resistance
PHA-665752,SKLMS1_SOFT_TISSUE,Resistance
PHA-665752,SKLU1_LUNG,Resistance
PHA-665752,SKMEL2_SKIN,Resistance
PHA-665752,SKMEL24_SKIN,Resistance
PHA-665752,SKMEL30_SKIN,Resistance
PHA-665752,SKMEL31_SKIN,Resistance
PHA-665752,SKMEL5_SKIN,Resistance
PHA-665752,SKMES1_LUNG,Resistance
PHA-665752,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,SKNAS_AUTONOMIC_GANGLIA,Resistance
PHA-665752,SKNBE2_AUTONOMIC_GANGLIA,Resistance
PHA-665752,SKNDZ_AUTONOMIC_GANGLIA,Resistance
PHA-665752,SKNFI_AUTONOMIC_GANGLIA,Resistance
PHA-665752,SKNSH_AUTONOMIC_GANGLIA,Resistance
PHA-665752,SKOV3_OVARY,Resistance
PHA-665752,SNGM_ENDOMETRIUM,Resistance
PHA-665752,SNU1_STOMACH,Resistance
PHA-665752,SNU16_STOMACH,Resistance
PHA-665752,SNU182_LIVER,Resistance
PHA-665752,SNU387_LIVER,Resistance
PHA-665752,SNU398_LIVER,Resistance
PHA-665752,SNU423_LIVER,Resistance
PHA-665752,SNU449_LIVER,Resistance
PHA-665752,SNU475_LIVER,Resistance
PHA-665752,SNUC2A_LARGE_INTESTINE,Resistance
PHA-665752,SQ1_LUNG,Resistance
PHA-665752,SU8686_PANCREAS,Resistance
PHA-665752,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,SUIT2_PANCREAS,Resistance
PHA-665752,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,SW1088_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,SW1271_LUNG,Resistance
PHA-665752,SW1353_BONE,Resistance
PHA-665752,SW1417_LARGE_INTESTINE,Resistance
PHA-665752,SW1573_LUNG,Resistance
PHA-665752,SW1990_PANCREAS,Resistance
PHA-665752,SW403_LARGE_INTESTINE,Resistance
PHA-665752,SW48_LARGE_INTESTINE,Resistance
PHA-665752,SW480_LARGE_INTESTINE,Resistance
PHA-665752,SW579_THYROID,Resistance
PHA-665752,SW620_LARGE_INTESTINE,Resistance
PHA-665752,SW780_URINARY_TRACT,Resistance
PHA-665752,SW900_LUNG,Resistance
PHA-665752,T24_URINARY_TRACT,Resistance
PHA-665752,T3M10_LUNG,Resistance
PHA-665752,T47D_BREAST,Resistance
PHA-665752,T84_LARGE_INTESTINE,Resistance
PHA-665752,T98G_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,TC71_BONE,Resistance
PHA-665752,TCCSUP_URINARY_TRACT,Resistance
PHA-665752,TE1_OESOPHAGUS,Resistance
PHA-665752,TE11_OESOPHAGUS,Sensitivity
PHA-665752,TE15_OESOPHAGUS,Resistance
PHA-665752,TE5_OESOPHAGUS,Resistance
PHA-665752,TE617T_SOFT_TISSUE,Resistance
PHA-665752,TE9_OESOPHAGUS,Resistance
PHA-665752,TEN_ENDOMETRIUM,Resistance
PHA-665752,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,TOV112D_OVARY,Resistance
PHA-665752,TOV21G_OVARY,Resistance
PHA-665752,TT2609C02_THYROID,Resistance
PHA-665752,TYKNU_OVARY,Resistance
PHA-665752,U118MG_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,U2OS_BONE,Resistance
PHA-665752,U87MG_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PHA-665752,UACC257_SKIN,Resistance
PHA-665752,UACC62_SKIN,Resistance
PHA-665752,UACC812_BREAST,Resistance
PHA-665752,UMUC3_URINARY_TRACT,Resistance
PHA-665752,VMRCLCD_LUNG,Resistance
PHA-665752,VMRCRCW_KIDNEY,Resistance
PHA-665752,VMRCRCZ_KIDNEY,Resistance
PHA-665752,WM115_SKIN,Resistance
PHA-665752,WM1799_SKIN,Resistance
PHA-665752,WM2664_SKIN,Resistance
PHA-665752,WM793_SKIN,Resistance
PHA-665752,WM88_SKIN,Resistance
PHA-665752,WM983B_SKIN,Resistance
PHA-665752,YKG1_CENTRAL_NERVOUS_SYSTEM,Resistance
PHA-665752,ZR751_BREAST,Resistance
PHA-665752,ZR7530_BREAST,Resistance
Lapatinib,1321N1_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,22RV1_PROSTATE,Resistance
Lapatinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,5637_URINARY_TRACT,Resistance
Lapatinib,639V_URINARY_TRACT,Resistance
Lapatinib,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,769P_KIDNEY,Resistance
Lapatinib,786O_KIDNEY,Resistance
Lapatinib,8305C_THYROID,Resistance
Lapatinib,8505C_THYROID,Resistance
Lapatinib,8MGBA_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,A172_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,A204_SOFT_TISSUE,Resistance
Lapatinib,A2058_SKIN,Resistance
Lapatinib,A253_SALIVARY_GLAND,Resistance
Lapatinib,A2780_OVARY,Resistance
Lapatinib,A375_SKIN,Resistance
Lapatinib,A549_LUNG,Resistance
Lapatinib,A673_BONE,Resistance
Lapatinib,ACHN_KIDNEY,Resistance
Lapatinib,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Lapatinib,AN3CA_ENDOMETRIUM,Resistance
Lapatinib,ASPC1_PANCREAS,Resistance
Lapatinib,AU565_BREAST,Sensitivity
Lapatinib,AZ521_STOMACH,Resistance
Lapatinib,BCPAP_THYROID,Resistance
Lapatinib,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,BFTC909_KIDNEY,Resistance
Lapatinib,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,BT20_BREAST,Resistance
Lapatinib,BT474_BREAST,Sensitivity
Lapatinib,BT549_BREAST,Resistance
Lapatinib,BXPC3_PANCREAS,Resistance
Lapatinib,C2BBE1_LARGE_INTESTINE,Resistance
Lapatinib,C32_SKIN,Resistance
Lapatinib,C3A_LIVER,Resistance
Lapatinib,CAKI2_KIDNEY,Resistance
Lapatinib,CAL12T_LUNG,Resistance
Lapatinib,CAL27_UPPER_AERODIGESTIVE_TRACT,Sensitivity
Lapatinib,CAL78_BONE,Resistance
Lapatinib,CAL851_BREAST,Resistance
Lapatinib,CALU1_LUNG,Resistance
Lapatinib,CALU3_LUNG,Sensitivity
Lapatinib,CALU6_LUNG,Resistance
Lapatinib,CAMA1_BREAST,Resistance
Lapatinib,CAPAN2_PANCREAS,Resistance
Lapatinib,CAS1_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,CCK81_LARGE_INTESTINE,Sensitivity
Lapatinib,CHL1_SKIN,Sensitivity
Lapatinib,CHP212_AUTONOMIC_GANGLIA,Resistance
Lapatinib,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,COLO201_LARGE_INTESTINE,Resistance
Lapatinib,COLO205_LARGE_INTESTINE,Resistance
Lapatinib,COLO320_LARGE_INTESTINE,Resistance
Lapatinib,COLO678_LARGE_INTESTINE,Resistance
Lapatinib,COLO679_SKIN,Resistance
Lapatinib,COLO741_SKIN,Resistance
Lapatinib,CORL105_LUNG,Resistance
Lapatinib,CORL23_LUNG,Resistance
Lapatinib,COV318_OVARY,Resistance
Lapatinib,COV504_OVARY,Resistance
Lapatinib,DAOY_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Resistance
Lapatinib,DKMG_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,DMS114_LUNG,Resistance
Lapatinib,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,DU145_PROSTATE,Resistance
Lapatinib,DV90_LUNG,Resistance
Lapatinib,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,EBC1_LUNG,Resistance
Lapatinib,EFE184_ENDOMETRIUM,Resistance
Lapatinib,EFM19_BREAST,Resistance
Lapatinib,EFO21_OVARY,Resistance
Lapatinib,EFO27_OVARY,Resistance
Lapatinib,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,EN_ENDOMETRIUM,Resistance
Lapatinib,ES2_OVARY,Resistance
Lapatinib,ESS1_ENDOMETRIUM,Resistance
Lapatinib,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,FADU_UPPER_AERODIGESTIVE_TRACT,Resistance
Lapatinib,FU97_STOMACH,Resistance
Lapatinib,FUOV1_OVARY,Resistance
Lapatinib,G361_SKIN,Resistance
Lapatinib,G401_SOFT_TISSUE,Resistance
Lapatinib,G402_SOFT_TISSUE,Resistance
Lapatinib,GAMG_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,GB1_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,GCIY_STOMACH,Resistance
Lapatinib,GCT_SOFT_TISSUE,Resistance
Lapatinib,GI1_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,GMS10_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,H4_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,HARA_LUNG,Resistance
Lapatinib,HCC1187_BREAST,Resistance
Lapatinib,HCC1395_BREAST,Resistance
Lapatinib,HCC15_LUNG,Resistance
Lapatinib,HCC1569_BREAST,Resistance
Lapatinib,HCC1806_BREAST,Resistance
Lapatinib,HCC1954_BREAST,Resistance
Lapatinib,HCC2935_LUNG,Resistance
Lapatinib,HCC4006_LUNG,Resistance
Lapatinib,HCC44_LUNG,Resistance
Lapatinib,HCC56_LARGE_INTESTINE,Resistance
Lapatinib,HCC70_BREAST,Resistance
Lapatinib,HCC78_LUNG,Resistance
Lapatinib,HCC827_LUNG,Sensitivity
Lapatinib,HCT116_LARGE_INTESTINE,Resistance
Lapatinib,HCT15_LARGE_INTESTINE,Resistance
Lapatinib,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,HDQP1_BREAST,Resistance
Lapatinib,HEC151_ENDOMETRIUM,Resistance
Lapatinib,HEC1A_ENDOMETRIUM,Resistance
Lapatinib,HEC1B_ENDOMETRIUM,Resistance
Lapatinib,HEC251_ENDOMETRIUM,Resistance
Lapatinib,HEC265_ENDOMETRIUM,Resistance
Lapatinib,HEC59_ENDOMETRIUM,Resistance
Lapatinib,HEC6_ENDOMETRIUM,Resistance
Lapatinib,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,HEP3B217_LIVER,Resistance
Lapatinib,HEPG2_LIVER,Resistance
Lapatinib,HEYA8_OVARY,Resistance
Lapatinib,HGC27_STOMACH,Resistance
Lapatinib,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,HLE_LIVER,Resistance
Lapatinib,HLF_LIVER,Resistance
Lapatinib,HMC18_BREAST,Resistance
Lapatinib,HMCB_SKIN,Resistance
Lapatinib,HOS_BONE,Resistance
Lapatinib,HPAC_PANCREAS,Resistance
Lapatinib,HPAFII_PANCREAS,Resistance
Lapatinib,HS229T_LUNG,Resistance
Lapatinib,HS294T_SKIN,Resistance
Lapatinib,HS578T_BREAST,Resistance
Lapatinib,HS683_CENTRAL_NERVOUS_SYSTEM,Resistance
Lapatinib,HS695T_SKIN,Resistance
Lapatinib,HS729_SOFT_TISSUE,Resistance
Lapatinib,HS739T_BREAST,Resistance
Lapatinib,HS746T_STOMACH,Resistance
Lapatinib,HS766T_PANCREAS,Resistance
Lapatinib,HS840T_UPPER_AERODIGESTIVE_TRACT,Resistance
Lapatinib,HS852T_SKIN,Resistance
Lapatinib,HS895T_SKIN,Resistance
Lapatinib,HS936T_SKIN,Resistance
Lapatinib,HS939T_SKIN,Resistance
Lapatinib,HS944T_SKIN,Resistance
Lapatinib,HSC2_UPPER_AERODIGESTIVE_TRACT,Resistance
Lapatinib,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,HT1080_SOFT_TISSUE,Resistance
Lapatinib,HT1197_URINARY_TRACT,Resistance
Lapatinib,HT1376_URINARY_TRACT,Resistance
Lapatinib,HT144_SKIN,Resistance
Lapatinib,HT29_LARGE_INTESTINE,Resistance
Lapatinib,HUCCT1_BILIARY_TRACT,Resistance
Lapatinib,HUH1_LIVER,Resistance
Lapatinib,HUPT3_PANCREAS,Resistance
Lapatinib,HUPT4_PANCREAS,Resistance
Lapatinib,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Lapatinib,IALM_LUNG,Resistance
Lapatinib,IGR37_SKIN,Resistance
